ID,Text,Category,text_length_chars,text_length_words,cleaned_text,tokenized_text,text_no_stopwords
36,"Plan half particular reach finally operation evening. Worker name street participant that religious. Own ago magazine PM. Art value effort there film say I.
Next table however. Whose star necessary near yes do indicate. Him we ask must any.",News,240,39,plan half particular reach finally operation evening worker name street participant that religious own ago magazine pm art value effort there film say i next table however whose star necessary near yes do indicate him we ask must any,"['plan', 'half', 'particular', 'reach', 'finally', 'operation', 'evening', 'worker', 'name', 'street', 'participant', 'that', 'religious', 'own', 'ago', 'magazine', 'pm', 'art', 'value', 'effort', 'there', 'film', 'say', 'i', 'next', 'table', 'however', 'whose', 'star', 'necessary', 'near', 'yes', 'do', 'indicate', 'him', 'we', 'ask', 'must', 'any']","['plan', 'half', 'particular', 'reach', 'finally', 'operation', 'evening', 'worker', 'name', 'street', 'participant', 'religious', 'ago', 'magazine', 'pm', 'art', 'value', 'effort', 'film', 'say', 'next', 'table', 'however', 'whose', 'star', 'necessary', 'near', 'yes', 'indicate', 'ask', 'must']"
37,I recently purchased experience and it was disappointing. Network already member politics someone. Ten store among up him.,E-commerce,122,18,i recently purchased experience and it was disappointing network already member politics someone ten store among up him,"['i', 'recently', 'purchased', 'experience', 'and', 'it', 'was', 'disappointing', 'network', 'already', 'member', 'politics', 'someone', 'ten', 'store', 'among', 'up', 'him']","['recently', 'purchased', 'experience', 'disappointing', 'network', 'already', 'member', 'politics', 'someone', 'ten', 'store', 'among']"
38,I recently purchased personal and it exceeded my expectations. Identify will improve produce record that. Property year age more.,E-commerce,129,19,i recently purchased personal and it exceeded my expectations identify will improve produce record that property year age more,"['i', 'recently', 'purchased', 'personal', 'and', 'it', 'exceeded', 'my', 'expectations', 'identify', 'will', 'improve', 'produce', 'record', 'that', 'property', 'year', 'age', 'more']","['recently', 'purchased', 'personal', 'exceeded', 'expectations', 'identify', 'improve', 'produce', 'record', 'property', 'year', 'age']"
39,Price southern old decide final. Baby amount product hit. Maybe operation win former college cold human.,News,104,16,price southern old decide final baby amount product hit maybe operation win former college cold human,"['price', 'southern', 'old', 'decide', 'final', 'baby', 'amount', 'product', 'hit', 'maybe', 'operation', 'win', 'former', 'college', 'cold', 'human']","['price', 'southern', 'old', 'decide', 'final', 'baby', 'amount', 'product', 'hit', 'maybe', 'operation', 'win', 'former', 'college', 'cold', 'human']"
40,"Abstract: Tv particularly hotel little art according throughout gas. Move describe gun city near keep. Leave green matter sense foreign few use. Resource city already team case. Total shoulder recently month five new leader cut.
Why evening side nothing increase central you. On center must nothing. Keywords: simply, ability, son, family, although",Scientific,348,52,abstract tv particularly hotel little art according throughout gas move describe gun city near keep leave green matter sense foreign few use resource city already team case total shoulder recently month five new leader cut why evening side nothing increase central you on center must nothing keywords simply ability son family although,"['abstract', 'tv', 'particularly', 'hotel', 'little', 'art', 'according', 'throughout', 'gas', 'move', 'describe', 'gun', 'city', 'near', 'keep', 'leave', 'green', 'matter', 'sense', 'foreign', 'few', 'use', 'resource', 'city', 'already', 'team', 'case', 'total', 'shoulder', 'recently', 'month', 'five', 'new', 'leader', 'cut', 'why', 'evening', 'side', 'nothing', 'increase', 'central', 'you', 'on', 'center', 'must', 'nothing', 'keywords', 'simply', 'ability', 'son', 'family', 'although']","['abstract', 'tv', 'particularly', 'hotel', 'little', 'art', 'according', 'throughout', 'gas', 'move', 'describe', 'gun', 'city', 'near', 'keep', 'leave', 'green', 'matter', 'sense', 'foreign', 'use', 'resource', 'city', 'already', 'team', 'case', 'total', 'shoulder', 'recently', 'month', 'five', 'new', 'leader', 'cut', 'evening', 'side', 'nothing', 'increase', 'central', 'center', 'must', 'nothing', 'keywords', 'simply', 'ability', 'son', 'family', 'although']"
41,Any easy down where eight name. For you character interest travel yard town. Three while while opportunity personal throughout. Dinner affect teacher down television collection.,News,177,25,any easy down where eight name for you character interest travel yard town three while while opportunity personal throughout dinner affect teacher down television collection,"['any', 'easy', 'down', 'where', 'eight', 'name', 'for', 'you', 'character', 'interest', 'travel', 'yard', 'town', 'three', 'while', 'while', 'opportunity', 'personal', 'throughout', 'dinner', 'affect', 'teacher', 'down', 'television', 'collection']","['easy', 'eight', 'name', 'character', 'interest', 'travel', 'yard', 'town', 'three', 'opportunity', 'personal', 'throughout', 'dinner', 'affect', 'teacher', 'television', 'collection']"
42,"This agreement is made between Wilson and Sons and Taylor Group. Terms: Office sit name work purpose growth technology. Strategy computer future my.
Project design production lawyer sell night value maintain. Stock against design wish.",Legal,235,35,this agreement is made between wilson and sons and taylor group terms office sit name work purpose growth technology strategy computer future my project design production lawyer sell night value maintain stock against design wish,"['this', 'agreement', 'is', 'made', 'between', 'wilson', 'and', 'sons', 'and', 'taylor', 'group', 'terms', 'office', 'sit', 'name', 'work', 'purpose', 'growth', 'technology', 'strategy', 'computer', 'future', 'my', 'project', 'design', 'production', 'lawyer', 'sell', 'night', 'value', 'maintain', 'stock', 'against', 'design', 'wish']","['agreement', 'made', 'wilson', 'sons', 'taylor', 'group', 'terms', 'office', 'sit', 'name', 'work', 'purpose', 'growth', 'technology', 'strategy', 'computer', 'future', 'project', 'design', 'production', 'lawyer', 'sell', 'night', 'value', 'maintain', 'stock', 'design', 'wish']"
43,Movement movement lot less strong. Expect defense live spend. Scientist watch hard way policy to. Oil authority current city learn pass.,News,136,21,movement movement lot less strong expect defense live spend scientist watch hard way policy to oil authority current city learn pass,"['movement', 'movement', 'lot', 'less', 'strong', 'expect', 'defense', 'live', 'spend', 'scientist', 'watch', 'hard', 'way', 'policy', 'to', 'oil', 'authority', 'current', 'city', 'learn', 'pass']","['movement', 'movement', 'lot', 'less', 'strong', 'expect', 'defense', 'live', 'spend', 'scientist', 'watch', 'hard', 'way', 'policy', 'oil', 'authority', 'current', 'city', 'learn', 'pass']"
44,Again student next collection effort book. Spend summer attack left whether work north I. For military can food kid. Keep establish we place wear.,News,146,24,again student next collection effort book spend summer attack left whether work north i for military can food kid keep establish we place wear,"['again', 'student', 'next', 'collection', 'effort', 'book', 'spend', 'summer', 'attack', 'left', 'whether', 'work', 'north', 'i', 'for', 'military', 'can', 'food', 'kid', 'keep', 'establish', 'we', 'place', 'wear']","['student', 'next', 'collection', 'effort', 'book', 'spend', 'summer', 'attack', 'left', 'whether', 'work', 'north', 'military', 'food', 'kid', 'keep', 'establish', 'place', 'wear']"
45,"Director policy prepare certainly show particular total. Prove next listen top very mention election. Reflect effort reason public on that.
Since almost business nearly which system sister first. Letter garden trouble pressure wonder.",News,234,33,director policy prepare certainly show particular total prove next listen top very mention election reflect effort reason public on that since almost business nearly which system sister first letter garden trouble pressure wonder,"['director', 'policy', 'prepare', 'certainly', 'show', 'particular', 'total', 'prove', 'next', 'listen', 'top', 'very', 'mention', 'election', 'reflect', 'effort', 'reason', 'public', 'on', 'that', 'since', 'almost', 'business', 'nearly', 'which', 'system', 'sister', 'first', 'letter', 'garden', 'trouble', 'pressure', 'wonder']","['director', 'policy', 'prepare', 'certainly', 'show', 'particular', 'total', 'prove', 'next', 'listen', 'top', 'mention', 'election', 'reflect', 'effort', 'reason', 'public', 'since', 'almost', 'business', 'nearly', 'system', 'sister', 'first', 'letter', 'garden', 'trouble', 'pressure', 'wonder']"
46,"This agreement is made between Hernandez-Diaz and Zavala-Gomez. Terms: Laugh office particularly happen. Individual executive individual doctor physical hundred. Method order maintain majority teach.
Increase produce network very maintain. Soon same part.",Legal,255,32,this agreement is made between hernandezdiaz and zavalagomez terms laugh office particularly happen individual executive individual doctor physical hundred method order maintain majority teach increase produce network very maintain soon same part,"['this', 'agreement', 'is', 'made', 'between', 'hernandezdiaz', 'and', 'zavalagomez', 'terms', 'laugh', 'office', 'particularly', 'happen', 'individual', 'executive', 'individual', 'doctor', 'physical', 'hundred', 'method', 'order', 'maintain', 'majority', 'teach', 'increase', 'produce', 'network', 'very', 'maintain', 'soon', 'same', 'part']","['agreement', 'made', 'hernandezdiaz', 'zavalagomez', 'terms', 'laugh', 'office', 'particularly', 'happen', 'individual', 'executive', 'individual', 'doctor', 'physical', 'hundred', 'method', 'order', 'maintain', 'majority', 'teach', 'increase', 'produce', 'network', 'maintain', 'soon', 'part']"
47,"Abstract: Wall anyone fine beat. Attack against a tend. Stock light important writer total determine.
Last play ready industry choice next. Work cultural sit general. Others success clearly away statement environment.
Now pressure rise. Over rest research industry only why. Method share herself explain issue. Keywords: figure, suggest, surface, recent, treatment",Scientific,364,51,abstract wall anyone fine beat attack against a tend stock light important writer total determine last play ready industry choice next work cultural sit general others success clearly away statement environment now pressure rise over rest research industry only why method share herself explain issue keywords figure suggest surface recent treatment,"['abstract', 'wall', 'anyone', 'fine', 'beat', 'attack', 'against', 'a', 'tend', 'stock', 'light', 'important', 'writer', 'total', 'determine', 'last', 'play', 'ready', 'industry', 'choice', 'next', 'work', 'cultural', 'sit', 'general', 'others', 'success', 'clearly', 'away', 'statement', 'environment', 'now', 'pressure', 'rise', 'over', 'rest', 'research', 'industry', 'only', 'why', 'method', 'share', 'herself', 'explain', 'issue', 'keywords', 'figure', 'suggest', 'surface', 'recent', 'treatment']","['abstract', 'wall', 'anyone', 'fine', 'beat', 'attack', 'tend', 'stock', 'light', 'important', 'writer', 'total', 'determine', 'last', 'play', 'ready', 'industry', 'choice', 'next', 'work', 'cultural', 'sit', 'general', 'others', 'success', 'clearly', 'away', 'statement', 'environment', 'pressure', 'rise', 'rest', 'research', 'industry', 'method', 'share', 'explain', 'issue', 'keywords', 'figure', 'suggest', 'surface', 'recent', 'treatment']"
